time,cpu_cycles,cpu-cycles,cpu-migrations,context-switches,cgroup-switches,syscalls:sys_enter_close,syscalls:sys_exit_close,State_charging,State_idle,Attack_backdoor,Attack-Group_host-attack,Label_attack,interface_any
,,,,,,,,True,False,True,True,True,True
5.004938602,13874803814.0,13247284369.0,1124.0,30217.0,10870.0,2498.0,2498.0,True,False,True,True,True,True
10.06490129,12188217105.0,11414729020.0,1011.0,25379.0,6948.0,2422.0,2422.0,True,False,True,True,True,True
15.12084978,8771256822.0,10264850785.0,1216.0,30110.0,8843.0,1592.0,1592.0,True,False,True,True,True,True
20.18085179,6277724550.0,7537971282.0,342.7167680278019,25795.0,4571.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
25.24072949,6319294363.0,6358931119.0,342.7167680278019,26418.0,3923.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
30.30079442,7983672656.0,8401326546.0,1122.0,28875.0,7376.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
35.36897622,6498307831.0,7304500828.0,1081.0,30385.0,8521.0,1005.0,1005.0,True,False,True,True,True,True
40.43672039,7227204283.0,5743018668.0,342.7167680278019,24632.0,4418.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
45.48884405,9061443994.0,9106228814.0,1085.0,29026.0,7130.0,1036.0,1036.0,True,False,True,True,True,True
50.55285382,8604580159.0,7366778162.0,1159.0,29524.0,7080.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
55.60887894,7025284428.0,7109248048.0,342.7167680278019,24166.0,4026.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
60.66880882,7490777195.0,7901342999.0,1161.0,30353.0,7654.0,1051.0,1051.0,True,False,True,True,True,True
65.73272434,7902521645.0,8030224233.0,342.7167680278019,25898.0,4976.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
70.78484146,7476673363.0,7427420161.0,1085.0,29346.0,6906.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
75.84882656,9571671819.0,10482687207.0,1010.0,28774.0,8526.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
80.91677252,8470505430.0,9593850728.0,1285.0,30736.0,7551.0,1035.0,1035.0,True,False,True,True,True,True
85.97716657,6602523240.0,6707803441.0,342.7167680278019,25584.0,3883.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
91.04882313,7217784118.0,8450115891.0,1062.0,29247.0,7385.0,1161.0,1161.0,True,False,True,True,True,True
96.10889247,9010978318.0,10310311053.0,1075.0,30475.0,9289.0,1057.0,1057.0,True,False,True,True,True,True
101.177021,7049883122.0,6564052069.0,342.7167680278019,24783.0,3651.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
106.2448566,9072278152.0,7574894316.0,342.7167680278019,29517.0,7361.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
111.3088728,7018441103.0,7357692783.0,342.7167680278019,26649.0,4866.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
116.3728662,8917445714.0,8928067957.0,1000.0,27773.0,6882.0,1485.0,1485.0,True,False,True,True,True,True
121.4327861,12980842649.0,13456528903.0,1342.0,29483.0,10441.0,2473.0,2473.0,True,False,True,True,True,True
126.5008016,8944695266.0,7854008637.0,342.7167680278019,24234.0,4634.0,1105.0,1105.0,True,False,True,True,True,True
131.5607884,8821487503.0,9386710870.0,1045.0,28472.0,7968.0,1029.0,1029.0,True,False,True,True,True,True
136.6287246,7966693718.0,7936148772.0,1071.0,29223.0,7589.0,1084.0,1084.0,True,False,True,True,True,True
141.6888766,8735936621.0,8577299973.0,1036.0,28502.0,7514.0,1034.0,1034.0,True,False,True,True,True,True
146.7527635,5282025887.0,6032966748.0,342.7167680278019,25542.0,3757.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
151.8127951,8798125214.0,8841740259.0,1071.0,31423.0,9589.0,1037.0,1037.0,True,False,True,True,True,True
156.8728305,7443859884.0,7462801965.0,1073.0,27804.0,6563.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
161.9328351,6964728430.0,6471441806.0,342.7167680278019,25829.0,4548.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
166.9930395,9500911792.0,7280318093.0,342.7167680278019,31511.0,9651.0,1034.0,1034.0,True,False,True,True,True,True
172.0568692,6893613479.0,6664146748.0,342.7167680278019,24785.0,3746.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
177.128941,8412426649.0,7849194281.0,342.7167680278019,28039.0,7120.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
182.1928588,7996110174.0,6888751064.0,1141.0,29600.0,7999.0,1000.0,1000.0,True,False,True,True,True,True
187.2527606,4540059027.0,5841767477.0,342.7167680278019,24881.0,3476.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
192.3088062,6103271509.0,6560920816.0,342.7167680278019,24475.0,3510.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
197.3728559,7253926512.0,9041386255.0,1172.0,29935.0,7883.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
202.4328912,8069822351.0,8814193691.0,1100.0,28436.0,7349.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
207.4967448,7721204607.0,8758109907.0,342.7167680278019,25142.0,4247.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
212.5568603,8596929773.0,8275605831.0,1178.0,29387.0,7578.0,1028.0,1028.0,True,False,True,True,True,True
217.6127335,7824856917.0,7655755598.0,342.7167680278019,25192.0,3700.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
222.6808415,8356800009.0,7937438313.0,342.7167680278019,29310.0,7002.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
227.7368319,8370221481.0,8660877631.0,1208.0,30318.0,7624.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
232.7928054,7450526462.0,7956625865.0,342.7167680278019,25537.0,5212.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
237.8528926,9313711024.0,7507337293.0,1068.0,29374.0,7828.0,1001.0,1001.0,True,False,True,True,True,True
242.9328079,10711092891.0,10594757761.0,1066.0,29928.0,8755.0,1109.0,1109.0,True,False,True,True,True,True
247.992991,9021209526.0,7353244564.0,1280.0,30295.0,7538.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
253.056902,8686851626.0,6384791838.0,342.7167680278019,25258.0,5158.0,1487.0,1487.0,True,False,True,True,True,True
258.1167841,12854209804.0,12566153481.0,1349.0,30838.0,10957.0,2485.0,2485.0,True,False,True,True,True,True
263.184883,8596968659.0,10287374332.0,342.7167680278019,25110.0,6898.0,1417.0,1417.0,True,False,True,True,True,True
268.244774,8077840385.0,8473831754.0,1169.0,29308.0,7690.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
273.3128671,7784940962.0,8052856156.0,1144.0,30324.0,7333.0,1007.0,1007.0,True,False,True,True,True,True
278.3689018,6094064475.0,5672705276.0,342.7167680278019,25247.0,4249.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
283.4409468,8133794872.0,9721991726.0,1150.0,30493.0,8112.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
288.4969051,8484056553.0,8504442885.0,1075.0,27539.0,7109.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
293.5689235,9556581143.0,9716929039.0,342.7167680278019,30471.0,8911.0,1592.0,1592.0,True,False,True,True,True,True
298.6289094,7485620136.0,6317175697.0,342.7167680278019,25923.0,5391.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
303.6888938,8027786013.0,8170992319.0,1068.0,30075.0,7267.0,1034.0,1034.0,True,False,True,True,True,True
308.7489192,6042259933.0,7413181458.0,342.7167680278019,25210.0,4097.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
313.812838,7244731154.0,8395888960.0,342.7167680278019,30302.0,7171.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
318.8808599,10117365077.0,10374818403.0,1167.0,30205.0,8888.0,1045.0,1045.0,True,False,True,True,True,True
323.9368534,6356780586.0,6313344627.0,342.7167680278019,24014.0,3679.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
328.9969351,9005875821.0,9338952883.0,1181.0,29657.0,8050.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
334.0609093,7808289956.0,7721351502.0,1066.0,29780.0,8128.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
339.1250056,6168288756.0,6038772323.0,342.7167680278019,24731.0,3716.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
344.1848315,9380028144.0,9311284503.0,1183.0,30673.0,9076.0,1072.0,1072.0,True,False,True,True,True,True
349.2448899,11474277578.0,10991369676.0,1090.0,25495.0,6411.0,2005.0,2005.0,True,False,True,True,True,True
354.3047203,6701708198.0,6149850812.0,342.7167680278019,25363.0,4069.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
359.360864,7581100473.0,8973631909.0,1123.0,29666.0,7752.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
364.4208971,8096930393.0,6832336974.0,1084.0,29397.0,8022.0,1000.0,1000.0,True,False,True,True,True,True
369.4771555,6668203661.0,6771564896.0,342.7167680278019,24054.0,3306.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
374.5448298,9415411088.0,9072508318.0,1324.0,28835.0,7820.0,1039.0,1039.0,True,False,True,True,True,True
379.6128654,6419149609.0,5036070101.0,342.7167680278019,25284.0,4482.0,946.3579496090356,946.3579496090356,True,False,True,True,True,True
